sentence,id_file,file_name,sintetic,tipo,,
"The system shall support the capability to flag a property or user record (manually or automatically according to business rules), and send notifications to identified Agency Staff alerting them when a plan and/or development/permitting application has been submitted for review.",5,Loundon Country Land Management Information System,No,FR,,
"The system shall provide configurable escalation capabilities (e.g., if a workflow task's duration has exceeded a predefined threshold, the system will execute a predefined action, such as generation of a Review Task for a Supervisor).",5,Loundon Country Land Management Information System,No,FR,,
"The system shall provide the ability to perform internal real-time message routing to broadcast information to a predefined group of users (e.g., all assigned reviewers to a cancelled application are notified of the cancellation once it is processed in the system).",5,Loundon Country Land Management Information System,No,FR,,
"The system shall allow internal users to configure his or her notification settings (e.g., would like to receive an email notification when a workflow task is assigned to him).",5,Loundon Country Land Management Information System,No,FR,,
"The system shall allow external users to configure his or her notification settings (e.g., would like to receive an email when a status update occurs on their application).",5,Loundon Country Land Management Information System,No,FR,,
"The system shall allow staff to indicate the method(s) of communication (i.e. email, batch mailing, user selected preference, etc.).",5,Loundon Country Land Management Information System,No,FR,,
"The system shall be able to send out one communication multiple ways (e.g., both email and mail).",5,Loundon Country Land Management Information System,No,FR,,
The system shall have the ability to send out mass emails according to business rules.,5,Loundon Country Land Management Information System,No,FR,,
The system shall support the batch generation of communications for printing and mailing.,5,Loundon Country Land Management Information System,No,FR,,
"The system shall be able to track the date and time communications were sent from the system (email, mailings, faxes, etc.) automatically.",5,Loundon Country Land Management Information System,No,FR,,
"The system shall be able to track the date and time communications were sent from the system (email, mailings, faxes, etc.) that were performed manually.",5,Loundon Country Land Management Information System,No,FR,,
"The system will allow Staff to track undeliverable communication (mail, email, etc.) in the System and related activity (attempts to resend the communication, contacting the applicant to update his or her contact information, changing applicants' communication preferences in the system, non-system generated correspondence).",5,Loundon Country Land Management Information System,No,FR,,
"The system shall be able to track returned mail (email and letters) including the date/time it was returned, reason identified as why it was undeliverable, etc.",5,Loundon Country Land Management Information System,No,FR,,
The system shall be able to resend communications.,5,Loundon Country Land Management Information System,No,FR,,
The system shall be able to track how many times a communication was sent or resent.,5,Loundon Country Land Management Information System,No,FR,,
"The system shall support transmittal of any information for large batch communication generation and/or mailing (e.g., batch generation of invoice notices)",5,Loundon Country Land Management Information System,No,FR,,
"The system shall preserve a copy of the communication(s) generated from the system (email, letters, forms, etc.) and associate it with the relevant record(s).",5,Loundon Country Land Management Information System,No,FR,,
The system should support Staff to be able to select recipients of the communication from stored contact(s) in the system .,5,Loundon Country Land Management Information System,No,FR,,
"The system shall have the capability to generate and manage multiple document template types, including but not limited to the following: Forms, Letters, Licenses, Permits, Certificates, Emails.",5,Loundon Country Land Management Information System,No,FR,,
"The system shall have the capability to save drafts of generated documents, as part of an automated work flow and manually by the user",5,Loundon Country Land Management Information System,No,FR,,
The system shall allow multiple staff to access and collaborate on a document in the system.,5,Loundon Country Land Management Information System,No,FR,,
The system shall track the users who edited the document and the date/time of changes.,5,Loundon Country Land Management Information System,No,FR,,
The system shall be able to track whether a document has been sent to a Customer (and date/time sent).,5,Loundon Country Land Management Information System,No,FR,,
"The system shall have the capability for staff to customize document templates (e.g., edit a letter's standard contents prior to sending to the Customer).",5,Loundon Country Land Management Information System,No,FR,,
The system shall have the capability to automatically pre-populate templates with data from the system.,5,Loundon Country Land Management Information System,No,FR,,
The system shall have the capability to allow staff to manually select data to populate templates from data sets in the system.,5,Loundon Country Land Management Information System,No,FR,,
The system shall allow a user to upload documentation online via the customer portal.,5,Loundon Country Land Management Information System,No,FR,,
"The system shall allow staff to upload documentation submitted in paper format, that has been scanned, into the system.",5,Loundon Country Land Management Information System,No,FR,,
The system shall allow personnel to upload files and attach them to a record in the system.,5,Loundon Country Land Management Information System,No,FR,,
The system shall have the ability to upload multiple versions of the same document and maintain version control.,5,Loundon Country Land Management Information System,No,FR,,
The system shall provide a way to differentiate between multiple versions of the same document through a naming or numbering convention configurable by the Agency.,5,Loundon Country Land Management Information System,No,FR,,
The system should support uploading of documents for âinformation purposes onlyâ.,5,Loundon Country Land Management Information System,No,FR,,
"The system shall capture metadata regarding the upload, such as the date and time the documentation was uploaded.",5,Loundon Country Land Management Information System,No,FR,,
The system shall have the capability to enforce or automatically generate document naming conventions.,5,Loundon Country Land Management Information System,No,FR,,
"The system shall provide staff-defined template fields to allow users to provide key metadata during the document upload process (e.g., document name, document description).",5,Loundon Country Land Management Information System,No,FR,,
The system shall have the ability for a user to indicate the document type they are submitting.,5,Loundon Country Land Management Information System,No,FR,,
The system shall have the ability for a user to indicate the document they are submitting is a new version of a previously submitted document.,5,Loundon Country Land Management Information System,No,FR,,
"The system shall allow a user to indicate they are uploading a component of larger package (e.g., uploading 1 sheet that is part of a larger plan set).",5,Loundon Country Land Management Information System,No,FR,,
"The system shall have the ability to associate documentation with one or more records in the system according to business rules (an application, a project, a transaction, etc.).",5,Loundon Country Land Management Information System,No,FR,,
The system shall have the ability to display uploaded documentation or plans in a thumbnail (or similar) view format.,5,Loundon Country Land Management Information System,No,FR,,
The system shall provide an option for the user to view all uploaded files prior to formal submission to ensure quality of upload.,5,Loundon Country Land Management Information System,No,FR,,
"The system shall provide a mechanism for the user to track the in-progress status of the document upload (e.g., upload window that incrementally increases based on percentage complete of the upload).",5,Loundon Country Land Management Information System,No,FR,,
"The system shall have the capability to export documents and reports from the system (e.g., print, fax, email).",5,Loundon Country Land Management Information System,No,FR,,
The system must retain the documentâs scale when it is printed.,5,Loundon Country Land Management Information System,No,FR,,
The system must retain the documentâs scale when it is viewed/displayed in the system.,5,Loundon Country Land Management Information System,No,FR,,
"The system shall be able to generate documents such as receipts, permits, licenses, letters, certificates, etc. that can be posted to the customer portal and available for printing by the user.",5,Loundon Country Land Management Information System,No,FR,,
"The system shall support the automatic identification of records of project information, plans and other supporting documents according to the record retention policies configured in the system that may be eligible for archiving or deletion.",5,Loundon Country Land Management Information System,No,FR,,
"The system shall allow for the automatic deletion of project information, plans and other supporting documents according to the record retention policies configured in the system or as deemed appropriate by the agency's business process.",5,Loundon Country Land Management Information System,No,FR,,
"The system shall have the capability to search for a document by document attributes (document name, date sent, related application, etc.).",5,Loundon Country Land Management Information System,No,FR,,
The system shall have the ability to overlay documents with watermarks.,5,Loundon Country Land Management Information System,No,FR,,
"The system shall have the ability to overlay documents with text (e.g., Approved"").""",5,Loundon Country Land Management Information System,No,FR,,
"The system shall support electronic signature via the online portal (i.e. click to sign, initial and date indicates electronic signature).",5,Loundon Country Land Management Information System,No,FR,,
"The system links the electronic signature to the document(s) being signed, if appropriate.",5,Loundon Country Land Management Information System,No,FR,,
"The system can apply an electronic signature obtained out in the field via a mobile device to the document they are signing (e.g., property owner signs the inspection report out in the field electronically).",5,Loundon Country Land Management Information System,No,FR,,
"The system shall have the capability to capture electronic certification (e.g., agreement with terms and conditions).",5,Loundon Country Land Management Information System,No,FR,,
"The system shall have the ability to capture seals (i.e., authorized inspector seal) electronically.",5,Loundon Country Land Management Information System,No,FR,,
The system shall support electronic notarization.,5,Loundon Country Land Management Information System,No,FR,,
The system will provide configurable executive dashboards that provide the necessary  real-time information to support workload management and performance metric tracking Note This cannot be satisfied with a report that is manually run by the user,5,Loundon Country Land Management Information System,No,FR,,
The system shall have the ability to visually indicate to a supervisor if performance metrics are approaching or have surpassed configured targets.,5,Loundon Country Land Management Information System,No,FR,,
The system shall allow a Supervisor to view all staff previously assigned to a project/application.,5,Loundon Country Land Management Information System,No,FR,,
"The system shall allow the Supervisor to drill down into specific sections of the project as necessary to view details associated with the project (e.g., inspections).",5,Loundon Country Land Management Information System,No,FR,,
"The system shall display the application processor workload schedules, supported through any necessary 3rd party calendaring systems like Google Calendar or Microsoft Outlook.",5,Loundon Country Land Management Information System,No,FR,,
The system shall provide electronic notifications to the Supervisor before and when predefined performance parameters are exceeded on certain applications or when notable events occur on certain applications/plans.,5,Loundon Country Land Management Information System,No,FR,,
The system shall be able to determine a staff member's availability through the combination and calculation of multiple factors (example of criteria below).,5,Loundon Country Land Management Information System,No,FR,,
Expected duration of assigned tasks.,5,Loundon Country Land Management Information System,No,FR,,
Availability indicated on a calendar.,5,Loundon Country Land Management Information System,No,FR,,
The System shall provide a smart calendar to forecast dates for timelines and assist the Supervisor in assigning workloads accordingly.,5,Loundon Country Land Management Information System,No,FR,,
"The system shall provide a wide range of ad-hoc searching capabilities to support business needs, such as searching at the project, license, application, location, or person level according to various attributes and multiple search criteria.",5,Loundon Country Land Management Information System,No,FR,,
The system shall provide the ability to search all data in the system by keyword.  Searches must not be case sensitive.,5,Loundon Country Land Management Information System,No,FR,,
"The system shall support robust search capabilities for Staff and Customers searching zoning ordinance and proffer interpretation requests, zoning compliance letters, and additional time requests (i.e. keyword search, location searches, version searches, etc.).",5,Loundon Country Land Management Information System,No,FR,,
"The system shall support robust search capabilities for Staff and Customers searching plan / ordinance information (i.e. keyword search, location searches, version searches, etc.).",5,Loundon Country Land Management Information System,No,FR,,
The system shall support sorting of displayed records based on their attributes.,5,Loundon Country Land Management Information System,No,FR,,
The system shall support filtering of displayed records based on their attributes.,5,Loundon Country Land Management Information System,No,FR,,
The system shall be able to save a search as a template to easily retrieve and execute in the future.,5,Loundon Country Land Management Information System,No,FR,,
The system shall be able to export search results in Microsoft Excel format.,5,Loundon Country Land Management Information System,No,FR,,
The system shall be able to export search results in .pdf format.,5,Loundon Country Land Management Information System,No,FR,,
The system shall be able to save search results in the system.,5,Loundon Country Land Management Information System,No,FR,,
"The system shall prevent the user from executing a large query or report that will exceed the predefined threshold for the number of results returned that may impact system performance if the report is run, except by authorized users (administrators and report servers).",5,Loundon Country Land Management Information System,No,FR,,
The system shall provide options for suggested searches if a search does not return a search result.,5,Loundon Country Land Management Information System,No,FR,,
"The system shall be able to provide contact information for the related Agency office if a search does not return a search result (e.g., if user is searching the customer portal for a particular topic such as building inspections"" the system shall be able to provide contact information for the building inspections department).""",5,Loundon Country Land Management Information System,No,FR,,
The system will have the ability to create a user name and temporary user password when a Customer account is created.,5,Loundon Country Land Management Information System,No,FR,,
"The system will send a email to the new user account, using the email entered into the new user account, that the account is ready for activation.",5,Loundon Country Land Management Information System,No,FR,,
The system will be able to include the user's user name and temporary password in the activation email.,5,Loundon Country Land Management Information System,No,FR,,
The system will be able to include an activation link in the activation email.,5,Loundon Country Land Management Information System,No,FR,,
The system shall flag inactive accounts according to business rules.,5,Loundon Country Land Management Information System,No,FR,,
An authorized user shall have the ability to deactivate and/or suspend user accounts.,5,Loundon Country Land Management Information System,No,FR,,
An authorized user shall have the ability to create and modify user accounts,5,Loundon Country Land Management Information System,No,FR,,
"The system shall prevent the creation of an account according to predefined business rules (e.g., account already exists for that individual).",5,Loundon Country Land Management Information System,No,FR,,
The system shall provide a mechanism where an internal or external user can reset their forgotten password.,5,Loundon Country Land Management Information System,No,FR,,
The system will allow for staff to merge records to prevent duplicate Customer accounts.,5,Loundon Country Land Management Information System,No,FR,,
"The system shall support a GIS-centric approach to tracking location-specific planning, zoning, permitting, development, and code violation activities in the system.",5,Loundon Country Land Management Information System,No,FR,,
"The system shall support a GIS-centric approach to address management (e.g., leverage a GIS system to organize all location-based information, including but not limited to, addresses, Parcel pin / number, proffers, etc.).",5,Loundon Country Land Management Information System,No,FR,,
"The system shall be able to validate information captured in the System (or provided by an Applicant) against the Agency's GIS Central Data Repository (e.g., address is located within  Agency).",5,Loundon Country Land Management Information System,No,FR,,
"The system shall be able to validate the eligibility of a transaction in the system according to business rules based on GIS data (e.g., environmental constraints), while allowing authorized users the ability to override.",5,Loundon Country Land Management Information System,No,FR,,
"The system shall be able to trigger workflow tasks according to business rules configured in the system based on GIS data (e.g., trigger required Agency and/or departmental reviews based on the geographical boundaries).",5,Loundon Country Land Management Information System,No,FR,,
The system shall be able to generate and print custom reports from the system that include GIS data and mappings.,5,Loundon Country Land Management Information System,No,FR,,
The system will support the addressing of locations.,5,Loundon Country Land Management Information System,No,FR,,
The system shall be able to track location information in the system using the unique identifier for the address.,5,Loundon Country Land Management Information System,No,FR,,
"The system shall be able to associate files/documents with an address, pin, legal description, and other parcel identifiers (including non-addressed locations such as easement, proffer)",5,Loundon Country Land Management Information System,No,FR,,
"The system shall be able to track location by one or more components of a secondary address (i.e. suite, apartment, building, floor, etc.).",5,Loundon Country Land Management Information System,No,FR,,
The system shall be able to track the legal description associated with a location by the [Assessor's Office] (see Interface requirements).,5,Loundon Country Land Management Information System,No,FR,,
The system shall be able to track information in the system by County PIN numbers (parcel identification numbers based on geographic location or a polygon indicated by the user),5,Loundon Country Land Management Information System,No,FR,,
The system shall be able to track information in the system by GIS Points (eg:  address/street intersection points).,5,Loundon Country Land Management Information System,No,FR,,
"The system shall be able to support tracking parcel information by the Agency's Parcel Pin Numbers, which include leading 0's in the identifier.  The system should recognize and remove embedded spaces or hyphens input by the user and reduce pin to just numerics.",5,Loundon Country Land Management Information System,No,FR,,
The system shall be able to track location information as longitude and latitude.,5,Loundon Country Land Management Information System,No,FR,,
The system shall be able to track location information as a GIS pin on a map.,5,Loundon Country Land Management Information System,No,FR,,
The system shall be able to allow staff to indicate when the mailing address for an application differs from the actual onsite location associated with the permitted activity.,5,Loundon Country Land Management Information System,No,FR,,
"The system shall be able to track information as a point (e.g., address point, intersection of lat/long, etc.).",5,Loundon Country Land Management Information System,No,FR,,
"The system shall be able to track information as a line or lines (e.g.,road sections, right-of-way, etc.).",5,Loundon Country Land Management Information System,No,FR,,
The system shall support tracking location information on areas outside of the Agency as needed to support business operations.,5,Loundon Country Land Management Information System,No,FR,,
The system shall be able to track the location of fire lanes.,5,Loundon Country Land Management Information System,No,FR,,
"The system shall be able to track records in the Right of Way  (e.g., address point, permit, easement, etc.).",5,Loundon Country Land Management Information System,No,FR,,
The system shall be able to track easements.,5,Loundon Country Land Management Information System,No,FR,,
The system shall be able to track the location of septic systems and wells for the Health Department to issue septic system and well permits.,5,Loundon Country Land Management Information System,No,FR,,
"The system shall be able to track government (state, federal) facility addresses.",5,Loundon Country Land Management Information System,No,FR,,
"The system shall be able to track multiple addresses on a parcel OR a building, including suites, and track an item at any address level.",5,Loundon Country Land Management Information System,No,FR,,
"The system shall support the creation of addressing information in the System, including addresses for areas outside of the Agency.",5,Loundon Country Land Management Information System,No,FR,,
"The system shall support the temporary addressing of a location according to business rules (e.g., by Parcel pin).",5,Loundon Country Land Management Information System,No,FR,,
The system shall prevent workflow from advancing to a certain point (according to business rules) if a location is not assigned a valid parcel number and address.,5,Loundon Country Land Management Information System,No,FR,,
The system shall provide a mechanism to track non-addressable locations in the system.,5,Loundon Country Land Management Information System,No,FR,,
"The system shall allow issuance of a permit that does not require an exact address (e.g., retaining wall).",5,Loundon Country Land Management Information System,No,FR,,
"The system shall capture location information that is not an address, but can help inform the location of permitted work for inspectors (e.g., notes related to the location).",5,Loundon Country Land Management Information System,No,FR,,
The system shall be able to track a location with multiple address points and one Parcel pin number.,5,Loundon Country Land Management Information System,No,FR,,
"The system shall be able to track a location based on the level in the mall (e.g., upper level).",5,Loundon Country Land Management Information System,No,FR,,
The system shall be able to track the history of addressing for a location.,5,Loundon Country Land Management Information System,No,FR,,
"The system shall be able to track parent and child relationships for parcels and addresses, provided by the GIS system.",5,Loundon Country Land Management Information System,No,FR,,
"The system shall be able to support the change in Parcel pin numbers through an interface with GIS (e.g., Parcel pin numbers change when a property is subdivided, and the new parcels created are assigned a new Parcel pin number).",5,Loundon Country Land Management Information System,No,FR,,
The system shall be able to provide a suggested address if the address provided by an Applicant does not have an exact match in the system.,5,Loundon Country Land Management Information System,No,FR,,
The system shall support the change of address for a location in the system.,5,Loundon Country Land Management Information System,No,FR,,
The system will track any change in sizes and locations of buildings and suites.,5,Loundon Country Land Management Information System,No,FR,,
The system will preserve the history of a building or suite (what it used to be versus what it is now).,5,Loundon Country Land Management Information System,No,FR,,
The system shall support the processing of a request for a change of address and track all related information.,5,Loundon Country Land Management Information System,No,FR,,
"The system shall trigger any associated workflow activities related to a change of address, including required reviews, inspections, and fees, and submission/tracking of the board package submission.",5,Loundon Country Land Management Information System,No,FR,,
The system shall support the change of a street name in the system.,5,Loundon Country Land Management Information System,No,FR,,
"The system shall be able to provide a workflow and track requests for information and staff responses about addressing (i.e. address verification requests, suite numbering questions, available/eligible street names for a subdivision).",5,Loundon Country Land Management Information System,No,FR,,
